,DOY,Hour,Incoming_PAR_Wm2,temperature,VPD,wind_speed,precipitation,time
408,139,17,114.7547059,23.5,1.585274284,0.85,10,139.7083333
409,139,18,62.51514706,22.08333333,1.448026901,0.85,10,139.75
410,139,19,32.04100735,20.58333333,1.250430298,0.85,10,139.7916667
411,139,20,11.636625,21.58333333,1.270887055,0.85,10,139.8333333
412,139,21,0.002393382,21.91666667,1.294926233,0.85,10,139.875
413,139,22,0.002872059,21.83333333,1.275154258,0.85,10,139.9166667
414,139,23,0.000957353,22,1.290414836,0.85,10,139.9583333
415,140,0,0.001914706,21.91666667,1.30583999,0.85,10,140
416,140,1,0.000957353,21.91666667,1.303675148,0.85,10,140.0416667
417,140,2,0.001116912,21.83333333,1.299213773,0.85,10,140.0833333
418,140,3,0.000478676,21.91666667,1.305862376,0.85,10,140.125
419,140,4,0.001595588,21.33333333,1.260025776,0.85,10,140.1666667
420,140,5,0.153495588,22.66666667,1.475233875,0.85,10,140.2083333
421,140,6,11.07657353,22.91666667,1.476613771,0.85,10,140.25
422,140,7,18.53435294,22.91666667,1.497794615,0.85,10,140.2916667
423,140,8,23.39132353,22.5,1.264935444,0.85,10,140.3333333
424,140,9,26.46442647,22.66666667,1.175898983,0.85,10,140.375
425,140,10,67.41360294,23.25,1.346594381,0.85,10,140.4166667
426,140,11,92.33669118,23.5,1.489138058,0.85,10,140.4583333
427,140,12,86.54470588,23.58333333,1.615273185,0.85,10,140.5
428,140,13,86.44897059,23.58333333,1.541823088,0.85,10,140.5416667
429,140,14,94.34713235,23.91666667,1.695158153,0.85,10,140.5833333
430,140,15,107.7979412,24,1.704483764,0.85,10,140.625
431,140,16,100.9369118,23.41666667,1.67800812,0.85,10,140.6666667
432,140,17,83.95985294,23.08333333,1.475580108,0.85,10,140.7083333
433,140,18,47.79903676,22.08333333,1.350704702,0.85,10,140.75
434,140,19,34.20941176,21.41666667,1.319775315,0.85,10,140.7916667
435,140,20,11.85841176,23.08333333,1.61192923,0.85,10,140.8333333
436,140,21,0.003191176,23.66666667,1.713748699,0.85,10,140.875
437,140,22,0.001595588,23.75,1.746978161,0.85,10,140.9166667
438,140,23,0.001116912,23.66666667,1.757753658,0.85,10,140.9583333
439,141,0,0.001755147,23.66666667,1.796869178,0.85,10,141
440,141,1,0.000478676,23.58333333,1.797624573,0.85,10,141.0416667
441,141,2,0.000957353,23.58333333,1.807330091,0.85,10,141.0833333
442,141,3,0.000797794,23.5,1.807938763,0.85,10,141.125
443,141,4,0.000957353,23.58333333,1.834124195,0.85,10,141.1666667
444,141,5,0.173121324,23.83333333,1.876735827,0.85,10,141.2083333
445,141,6,13.28805882,24,1.860729529,0.85,10,141.25
446,141,7,20.70435294,23.5,1.714240694,0.85,10,141.2916667
447,141,8,31.39000735,23.16666667,1.601088227,0.85,10,141.3333333
448,141,9,104.5206029,24.83333333,1.860680332,0.85,10,141.375
449,141,10,135.8802941,31.75,3.121014194,0.85,10,141.4166667
450,141,11,191.4705882,33.91666667,4.098291686,0.85,10,141.4583333
451,141,12,191.4705882,34.16666667,4.087630531,0.85,10,141.5
452,141,13,191.4705882,26.25,2.18191051,0.85,10,141.5416667
453,141,14,191.4705882,25.25,1.960263717,0.85,10,141.5833333
454,141,15,134.6197794,22.41666667,1.58025963,0.85,10,141.625
455,141,16,76.02977941,20.58333333,1.276580151,0.85,10,141.6666667
456,141,17,39.49240441,22.16666667,1.326122877,0.85,10,141.7083333
457,141,18,35.59916912,22.16666667,1.330151539,0.85,10,141.75
458,141,19,21.08729412,23.08333333,1.551109688,0.85,10,141.7916667
459,141,20,10.80532353,23.58333333,1.637080033,0.85,10,141.8333333
460,141,21,0.004786765,23.83333333,1.674245908,0.85,10,141.875
461,141,22,0.003510294,23.5,1.619253872,0.85,10,141.9166667
462,141,23,0.003350735,23.66666667,1.64529654,0.85,10,141.9583333
463,142,0,0.002552941,23.66666667,1.672188459,0.85,10,142
464,142,1,0.001436029,23.66666667,1.681967339,0.85,10,142.0416667
465,142,2,0.002074265,23.83333333,1.708817358,0.85,10,142.0833333
466,142,3,0.002074265,23.83333333,1.743388807,0.85,10,142.125
467,142,4,0.000638235,23.41666667,1.683330441,0.85,10,142.1666667
468,142,5,0.202161029,23.5,1.684505193,0.85,10,142.2083333
469,142,6,14.20711765,23.75,1.727395732,0.85,10,142.25
470,142,7,20.88305882,23.41666667,1.635893929,0.85,10,142.2916667
471,142,8,34.49502206,23.25,1.250744184,0.85,10,142.3333333
472,142,9,106.1624632,25.25,2.070917167,0.85,10,142.375
473,142,10,135.9122059,30.58333333,3.128445397,0.85,10,142.4166667
474,142,11,191.4705882,30.83333333,3.084345984,0.85,10,142.4583333
475,142,12,191.4705882,31.25,3.24039139,0.85,10,142.5
476,142,13,191.4705882,26,2.121986232,0.85,10,142.5416667
477,142,14,166.2922059,24,1.780278614,0.85,10,142.5833333
478,142,15,157.1654412,24.75,1.871180629,0.85,10,142.625
479,142,16,191.4705882,23.5,1.697525241,0.85,10,142.6666667
480,142,17,109.4094853,19.75,1.091446387,0.85,10,142.7083333
481,142,18,43.66008088,22.75,1.346843948,0.85,10,142.75
482,142,19,30.95122059,21.75,1.084013286,0.85,10,142.7916667
483,142,20,11.97329412,21.75,1.1921402,0.85,10,142.8333333
484,142,21,0.022497794,23.75,1.48932813,0.85,10,142.875
485,142,22,0.008456618,23.75,1.496588928,0.85,10,142.9166667
486,142,23,0.005265441,24,1.563910743,0.85,10,142.9583333
487,143,0,0,23.70105171,1.568538904,0.849999964,9.99994278,143
488,143,1,0,23.65816307,1.55043745,0.849999964,9.99994278,143.0416667
489,143,2,0,23.75702286,1.522952676,0.849999964,9.99994278,143.0833333
490,143,3,0,23.75742531,1.506180763,0.849999964,9.99994278,143.125
491,143,4,0,23.29475784,1.524571776,0.849999964,9.99994278,143.1666667
492,143,5,0.239790663,23.51882744,1.533551455,0.849999964,9.99994278,143.2083333
493,143,6,12.5283823,23.74885368,1.441611648,0.849999964,9.99994278,143.25
494,143,7,21.19940758,23.37316513,1.369356155,0.849999964,9.99994278,143.2916667
495,143,8,36.0161438,23.2779274,1.234097719,0.849999964,9.99994278,143.3333333
496,143,9,109.0141602,24.93471146,1.949838161,0.849999964,9.99994278,143.375
497,143,10,134.1978607,30.64867401,3.159397602,0.849999964,9.99994278,143.4166667
498,143,11,189.9606476,30.61099625,3.471189022,0.849999964,9.99994278,143.4583333
499,143,12,193.3379822,30.82642937,3.665896416,0.849999964,9.99994278,143.5
500,143,13,191.3828125,26.00576591,2.225029945,0.849999964,9.99994278,143.5416667
501,143,14,148.6997375,24.02366447,1.827460766,0.849999964,9.99994278,143.5833333
502,143,15,153.1679688,23.23189163,1.583483338,0.849999964,9.99994278,143.625
503,143,16,182.8880157,22.33885193,1.36753726,0.849999964,9.99994278,143.6666667
504,143,17,133.3404846,20.7047863,1.267185092,0.849999964,9.99994278,143.7083333
505,143,18,57.75970078,22.53383255,1.333338022,0.849999964,9.99994278,143.75
506,143,19,31.96123886,21.41718102,1.444554448,0.849999964,9.99994278,143.7916667
507,143,20,11.95749378,22.67861557,1.459522128,0.849999964,9.99994278,143.8333333
508,143,21,0,22.87093925,1.544430256,0.849999964,9.99994278,143.875
509,143,22,0,23.56751633,1.615918875,0.849999964,9.99994278,143.9166667
510,143,23,0,23.77625275,1.537439585,0.849999964,9.99994278,143.9583333
511,144,0,0,23.6728878,1.504688025,0.849999964,9.99994278,144
512,144,1,0,23.65816307,1.401058912,0.849999964,9.99994278,144.0416667
513,144,2,0,23.75702286,1.382030725,0.849999964,9.99994278,144.0833333
514,144,3,0,23.75742531,1.385689616,0.849999964,9.99994278,144.125
515,144,4,0,23.37054062,1.377879381,0.849999964,9.99994278,144.1666667
516,144,5,0.239790663,23.51882744,1.361838579,0.849999964,9.99994278,144.2083333
517,144,6,12.67346478,23.74885368,1.393013358,0.849999964,9.99994278,144.25
518,144,7,24.91994286,23.37316513,1.349871278,0.849999964,9.99994278,144.2916667
519,144,8,52.94886398,23.2779274,1.189346433,0.849999964,9.99994278,144.3333333
520,144,9,99.68296051,24.96920776,1.974886417,0.849999964,9.99994278,144.375
521,144,10,107.2652512,30.64867401,3.135583878,0.849999964,9.99994278,144.4166667
522,144,11,171.7133484,30.61099625,3.556382179,0.849999964,9.99994278,144.4583333
523,144,12,172.8368683,30.67614937,3.729964733,0.849999964,9.99994278,144.5
524,144,13,171.7157745,25.94377327,2.225439072,0.849999964,9.99994278,144.5416667
525,144,14,163.4071198,24.02366447,1.821089387,0.849999964,9.99994278,144.5833333
526,144,15,119.4909439,24.11796379,1.859965801,0.849999964,9.99994278,144.625
527,144,16,145.0471954,23.9885025,1.76075685,0.849999964,9.99994278,144.6666667
528,144,17,105.2265244,22.9192543,1.394662499,0.849999964,9.99994278,144.7083333
529,144,18,50.95153809,22.65566826,1.298733234,0.849999964,9.99994278,144.75
530,144,19,22.0315876,22.56923485,1.42525363,0.849999964,9.99994278,144.7916667
531,144,20,11.03299713,21.99104691,1.44285965,0.849999964,9.99994278,144.8333333
532,144,21,0,22.45222473,1.467235804,0.849999964,9.99994278,144.875
533,144,22,0,22.11200142,1.473653555,0.849999964,9.99994278,144.9166667
534,144,23,0,22.44180107,1.406388402,0.849999964,9.99994278,144.9583333
535,145,0,0,21.77823257,1.452765584,0.849999964,9.99994278,145
536,145,1,0,22.29398727,1.445833921,0.849999964,9.99994278,145.0416667
537,145,2,0,21.79193878,1.498771787,0.849999964,9.99994278,145.0833333
538,145,3,0,22.42149353,1.54469502,0.849999964,9.99994278,145.125
539,145,4,0,21.28908157,1.549215674,0.849999964,9.99994278,145.1666667
540,145,5,0.239790663,22.57350159,1.562837481,0.849999964,9.99994278,145.2083333
541,145,6,12.67346478,22.58422089,1.571246982,0.849999964,9.99994278,145.25
542,145,7,27.44121361,21.60379791,1.407091498,0.849999964,9.99994278,145.2916667
543,145,8,49.94315338,22.10409355,1.26049161,0.849999964,9.99994278,145.3333333
544,145,9,99.38027191,23.15252876,1.907171845,0.849999964,9.99994278,145.375
545,145,10,116.8479233,24.60137367,3.159397602,0.849999964,9.99994278,145.4166667
546,145,11,168.8690338,25.75566483,3.556382179,0.849999964,9.99994278,145.4583333
547,145,12,170.6755066,28.15517998,3.729964733,0.849999964,9.99994278,145.5
548,145,13,171.8613739,25.54109955,2.225439072,0.849999964,9.99994278,145.5416667
549,145,14,166.3539124,24.82117271,1.821089387,0.849999964,9.99994278,145.5833333
550,145,15,160.7458191,24.23063087,1.808134556,0.849999964,9.99994278,145.625
551,145,16,95.382164,22.5126133,1.645740867,0.849999964,9.99994278,145.6666667
552,145,17,84.10940552,21.18940735,1.420230746,0.849999964,9.99994278,145.7083333
553,145,18,42.27689743,22.92033386,1.318762183,0.849999964,9.99994278,145.75
554,145,19,30.86741066,22.63745499,1.441900611,0.849999964,9.99994278,145.7916667
555,145,20,11.96921444,21.93712234,1.478068233,0.849999964,9.99994278,145.8333333
556,145,21,0,22.72771263,1.543537259,0.849999964,9.99994278,145.875
557,145,22,0,22.04941368,1.591296315,0.849999964,9.99994278,145.9166667
558,145,23,0,22.59392548,1.572570801,0.849999964,9.99994278,145.9583333
559,146,0,0,22.21128273,1.52014637,0.849999964,9.99994278,146
560,146,1,0,22.58038902,1.48907268,0.849999964,9.99994278,146.0416667
561,146,2,0,22.15262794,1.543153763,0.849999964,9.99994278,146.0833333
562,146,3,0,22.66308403,1.516130805,0.849999964,9.99994278,146.125
563,146,4,0,22.64061737,1.393883348,0.849999964,9.99994278,146.1666667
564,146,5,0.239790663,22.78193665,1.40803504,0.849999964,9.99994278,146.2083333
565,146,6,12.67346478,23.30457878,1.357816815,0.849999964,9.99994278,146.25
566,146,7,27.71971893,23.60722923,1.32099998,0.849999964,9.99994278,146.2916667
567,146,8,50.26896286,22.38426208,1.306879997,0.849999964,9.99994278,146.3333333
568,146,9,99.38027191,22.21865654,1.937553525,0.849999964,9.99994278,146.375
569,146,10,121.6225586,22.74518394,3.159397602,0.849999964,9.99994278,146.4166667
570,146,11,198.2453918,22.93589783,3.556382179,0.849999964,9.99994278,146.4583333
571,146,12,187.7068787,23.49541855,3.729964733,0.849999964,9.99994278,146.5
572,146,13,194.6454163,23.63095093,2.225439072,0.849999964,9.99994278,146.5416667
573,146,14,148.6997375,24.37029266,1.821089387,0.849999964,9.99994278,146.5833333
574,146,15,152.5377502,23.16458702,1.746858358,0.849999964,9.99994278,146.625
575,146,16,177.2585907,22.87874794,1.543974042,0.849999964,9.99994278,146.6666667
576,146,17,132.9665833,22.17557144,1.374566436,0.849999964,9.99994278,146.7083333
577,146,18,57.98252106,22.27757263,1.367864013,0.849999964,9.99994278,146.75
578,146,19,31.96123886,22.02351379,1.301371694,0.849999964,9.99994278,146.7916667
579,146,20,11.95749378,21.66817093,1.468460202,0.849999964,9.99994278,146.8333333
580,146,21,0,22.46441078,1.480206013,0.849999964,9.99994278,146.875
581,146,22,0,22.16215515,1.39233613,0.849999964,9.99994278,146.9166667
582,146,23,0,22.5343399,1.389519453,0.849999964,9.99994278,146.9583333
583,147,0,0,22.46349907,1.395892501,0.849999964,9.99994278,147
584,147,1,0,22.15413475,1.395373106,0.849999964,9.99994278,147.0416667
585,147,2,0,21.79773521,1.368347287,0.849999964,9.99994278,147.0833333
586,147,3,0,22.45777321,1.345139623,0.849999964,9.99994278,147.125
587,147,4,0,21.82673454,1.367037892,0.849999964,9.99994278,147.1666667
588,147,5,0.239790663,22.55833435,1.418950319,0.849999964,9.99994278,147.2083333
589,147,6,12.67346478,22.25740814,1.477336645,0.849999964,9.99994278,147.25
590,147,7,27.71971893,22.02534294,1.433214188,0.849999964,9.99994278,147.2916667
591,147,8,50.26896286,22.58618736,1.317293763,0.849999964,9.99994278,147.3333333
592,147,9,99.38027191,23.05363655,1.961102605,0.849999964,9.99994278,147.375
593,147,10,119.5469742,25.22136879,3.159397602,0.849999964,9.99994278,147.4166667
594,147,11,169.39505,27.68558121,3.556382179,0.849999964,9.99994278,147.4583333
595,147,12,173.5123596,29.82140923,3.729964733,0.849999964,9.99994278,147.5
596,147,13,171.7157745,26.80415916,2.225439072,0.849999964,9.99994278,147.5416667
597,147,14,163.4071198,25.66287613,1.821089387,0.849999964,9.99994278,147.5833333
598,147,15,119.4909439,24.80104065,1.688199878,0.849999964,9.99994278,147.625
599,147,16,144.9352875,24.99735832,1.465276837,0.849999964,9.99994278,147.6666667
600,147,17,105.2265244,23.7083416,1.396331906,0.849999964,9.99994278,147.7083333
601,147,18,52.12499237,22.94939995,1.357452512,0.849999964,9.99994278,147.75
602,147,19,22.0315876,22.10620499,1.399442196,0.849999964,9.99994278,147.7916667
603,147,20,11.03299713,22.38967323,1.421397448,0.849999964,9.99994278,147.8333333
604,147,21,0,22.34872246,1.501666546,0.849999964,9.99994278,147.875
605,147,22,0,21.85217667,1.548965096,0.849999964,9.99994278,147.9166667
606,147,23,0,22.54304886,1.613561749,0.849999964,9.99994278,147.9583333
607,148,0,0,22.20339012,1.555177927,0.849999964,9.99994278,148
608,148,1,0,21.85981369,1.517337561,0.849999964,9.99994278,148.0416667
609,148,2,0,22.46078491,1.528932571,0.849999964,9.99994278,148.0833333
610,148,3,0,22.40214157,1.50908792,0.849999964,9.99994278,148.125
611,148,4,0,21.93880272,1.537586212,0.849999964,9.99994278,148.1666667
612,148,5,0.239790663,22.60577965,1.513298273,0.849999964,9.99994278,148.2083333
613,148,6,12.67346478,22.93756866,1.52004838,0.849999964,9.99994278,148.25
614,148,7,27.71971893,22.94696426,1.430998445,0.849999964,9.99994278,148.2916667
615,148,8,50.26896286,23.00685692,1.355158448,0.849999964,9.99994278,148.3333333
616,148,9,99.38027191,23.47069359,2.090515375,0.849999964,9.99994278,148.375
617,148,10,120.5609741,25.27242851,3.143522978,0.849999964,9.99994278,148.4166667
618,148,11,168.2740479,29.22363663,3.556382179,0.849999964,9.99994278,148.4583333
619,148,12,151.4714355,30.01576805,3.729964733,0.849999964,9.99994278,148.5
620,148,13,192.2173157,25.87594032,2.225439072,0.849999964,9.99994278,148.5416667
621,148,14,161.5104218,24.90745354,1.821089387,0.849999964,9.99994278,148.5833333
622,148,15,119.1849136,24.56048393,1.778928757,0.849999964,9.99994278,148.625
623,148,16,99.28275299,22.51929665,1.685094476,0.849999964,9.99994278,148.6666667
624,148,17,84.10940552,20.98636627,1.429608703,0.849999964,9.99994278,148.7083333
625,148,18,42.19680786,22.73083115,1.331134796,0.849999964,9.99994278,148.75
626,148,19,30.86741066,21.00482178,1.375993133,0.849999964,9.99994278,148.7916667
627,148,20,11.96921444,23.0433445,1.378555655,0.849999964,9.99994278,148.8333333
628,148,21,0,24.14089012,1.402775764,0.849999964,9.99994278,148.875
629,148,22,0,23.68138885,1.255436182,0.849999964,9.99994278,148.9166667
630,148,23,0,23.95152092,1.411499143,0.849999964,9.99994278,148.9583333
631,149,0,0,23.26963615,1.441070676,0.849999964,9.99994278,149
632,149,1,0,23.67844009,1.435260296,0.849999964,9.99994278,149.0416667
633,149,2,0,23.77529716,1.409322143,0.849999964,9.99994278,149.0833333
634,149,3,0,23.98583794,1.429069877,0.849999964,9.99994278,149.125
635,149,4,0,23.22261238,1.377001166,0.849999964,9.99994278,149.1666667
636,149,5,0.239790663,23.63933182,1.394771814,0.849999964,9.99994278,149.2083333
637,149,6,12.67346478,23.83635139,1.410796165,0.849999964,9.99994278,149.25
638,149,7,27.71971893,23.47494507,1.404435039,0.849999964,9.99994278,149.2916667
639,149,8,50.26896286,23.19684792,1.29569447,0.849999964,9.99994278,149.3333333
640,149,9,99.38027191,24.49297142,1.852851152,0.849999964,9.99994278,149.375
641,149,10,120.7303848,27.8052578,3.005012989,0.849999964,9.99994278,149.4166667
642,149,11,110.7180176,30.35027695,3.599809408,0.849999964,9.99994278,149.4583333
643,149,12,172.3747559,31.14233208,3.729964733,0.849999964,9.99994278,149.5
644,149,13,171.7157745,26.00576591,2.225439072,0.849999964,9.99994278,149.5416667
645,149,14,166.3539124,24.08701324,1.821089387,0.849999964,9.99994278,149.5833333
646,149,15,160.7458191,23.18434525,1.753229737,0.849999964,9.99994278,149.625
647,149,16,141.453537,22.87874794,1.571533084,0.849999964,9.99994278,149.6666667
648,149,17,115.0697098,22.10738182,1.352647543,0.849999964,9.99994278,149.7083333
649,149,18,51.21146011,22.3106308,1.260355473,0.849999964,9.99994278,149.75
650,149,19,22.09125137,21.74106598,1.383954644,0.849999964,9.99994278,149.7916667
651,149,20,11.03299713,21.91298485,1.473526716,0.849999964,9.99994278,149.8333333
652,149,21,0,22.73324966,1.565600276,0.849999964,9.99994278,149.875
653,149,22,0,22.78793716,1.567328811,0.849999964,9.99994278,149.9166667
654,149,23,0,22.714077,1.588857174,0.849999964,9.99994278,149.9583333
655,150,0,0,22.35054207,1.536753654,0.849999964,9.99994278,150
656,150,1,0,21.68727112,1.473296285,0.849999964,9.99994278,150.0416667
657,150,2,0,22.67691422,1.475455284,0.849999964,9.99994278,150.0833333
658,150,3,0,22.33981514,1.474946618,0.849999964,9.99994278,150.125
659,150,4,0,21.44403839,1.507104039,0.849999964,9.99994278,150.1666667
660,150,5,0.239790663,22.73114777,1.53880477,0.849999964,9.99994278,150.2083333
661,150,6,12.67346478,23.12239075,1.517686605,0.849999964,9.99994278,150.25
662,150,7,27.71971893,23.36452484,1.431851268,0.849999964,9.99994278,150.2916667
663,150,8,50.26896286,23.22655487,1.293923974,0.849999964,9.99994278,150.3333333
664,150,9,99.38027191,24.48509598,1.828898072,0.849999964,9.99994278,150.375
665,150,10,120.7303848,29.20440674,2.988318443,0.849999964,9.99994278,150.4166667
666,150,11,168.3090973,29.97170258,3.599809408,0.849999964,9.99994278,150.4583333
667,150,12,151.4714355,30.82642937,3.729964733,0.849999964,9.99994278,150.5
668,150,13,192.2173157,26.00576591,2.225439072,0.849999964,9.99994278,150.5416667
669,150,14,148.6997375,24.23373032,1.821089387,0.849999964,9.99994278,150.5833333
670,150,15,152.5377502,24.42245483,1.697958589,0.849999964,9.99994278,150.625
671,150,16,180.151001,23.97097969,1.355221152,0.849999964,9.99994278,150.6666667
672,150,17,137.4829712,22.89017296,1.296269298,0.849999964,9.99994278,150.7083333
673,150,18,60.14744949,22.90049934,1.283963919,0.849999964,9.99994278,150.75
674,150,19,30.70078468,22.26508331,1.474404454,0.849999964,9.99994278,150.7916667
675,150,20,11.96921444,21.69126892,1.466709018,0.849999964,9.99994278,150.8333333
676,150,21,0,22.56238365,1.508366585,0.849999964,9.99994278,150.875
677,150,22,0,22.42605209,1.493543983,0.849999964,9.99994278,150.9166667
678,150,23,0,22.30540848,1.465989828,0.849999964,9.99994278,150.9583333
679,151,0,0,22.36911964,1.448040009,0.849999964,9.99994278,151
680,151,1,0,22.37465096,1.423770905,0.849999964,9.99994278,151.0416667
681,151,2,0,22.02558517,1.39762485,0.849999964,9.99994278,151.0833333
682,151,3,0,22.62978172,1.367072105,0.849999964,9.99994278,151.125
683,151,4,0,22.84513855,1.34231925,0.849999964,9.99994278,151.1666667
684,151,5,0.239790663,23.50001335,1.378757238,0.849999964,9.99994278,151.2083333
685,151,6,12.67346478,23.75057602,1.282701135,0.849999964,9.99994278,151.25
686,151,7,27.71971893,23.37316513,1.405005813,0.849999964,9.99994278,151.2916667
687,151,8,50.26896286,23.2779274,1.287487268,0.849999964,9.99994278,151.3333333
688,151,9,99.38027191,24.48509598,1.828898072,0.849999964,9.99994278,151.375
689,151,10,120.7303848,29.20440674,2.988318443,0.849999964,9.99994278,151.4166667
690,151,11,110.7180176,29.97170258,3.599809408,0.849999964,9.99994278,151.4583333
691,151,12,172.3747559,30.64509392,3.729964733,0.849999964,9.99994278,151.5
692,151,13,171.7157745,25.94377327,2.225439072,0.849999964,9.99994278,151.5416667
693,151,14,163.4071198,24.35556984,1.821089387,0.849999964,9.99994278,151.5833333
694,151,15,119.4909439,23.16458702,1.778928757,0.849999964,9.99994278,151.625
695,151,16,145.0471954,21.97732544,1.599068761,0.849999964,9.99994278,151.6666667
696,151,17,105.4472656,22.0237999,1.224163413,0.849999964,9.99994278,151.7083333
697,151,18,49.78953934,22.23239517,1.346963048,0.849999964,9.99994278,151.75
698,151,19,22.09125137,22.09196091,1.25513649,0.849999964,9.99994278,151.7916667
699,151,20,11.03299713,22.38967323,1.394116521,0.849999964,9.99994278,151.8333333
700,151,21,0,22.34872246,1.514238238,0.849999964,9.99994278,151.875
701,151,22,0,22.58089638,1.576430678,0.849999964,9.99994278,151.9166667
702,151,23,0,22.7009449,1.557047486,0.849999964,9.99994278,151.9583333
703,152,0,0,22.98579407,1.518014431,0.849999964,9.99994278,152
704,152,1,0,23.66142082,1.495156646,0.849999964,9.99994278,152.0416667
705,152,2,0,23.34458923,1.497300744,0.849999964,9.99994278,152.0833333
706,152,3,0,23.61863518,1.539927363,0.849999964,9.99994278,152.125
707,152,4,0,23.59136009,1.5283041,0.849999964,9.99994278,152.1666667
708,152,5,0.239790663,23.68656921,1.55831039,0.849999964,9.99994278,152.2083333
709,152,6,12.67346478,23.94060898,1.528339386,0.849999964,9.99994278,152.25
710,152,7,27.71971893,23.53593445,1.408685207,0.849999964,9.99994278,152.2916667
711,152,8,50.26896286,23.24142075,1.327351689,0.849999964,9.99994278,152.3333333
712,152,9,99.38027191,24.48509598,1.851389408,0.849999964,9.99994278,152.375
713,152,10,120.7303848,29.20440674,2.988318443,0.849999964,9.99994278,152.4166667
714,152,11,168.3090973,29.97170258,3.599809408,0.849999964,9.99994278,152.4583333
715,152,12,151.4714355,30.64509392,3.729964733,0.849999964,9.99994278,152.5
716,152,13,192.2173157,25.94377327,2.225439072,0.849999964,9.99994278,152.5416667
717,152,14,161.5104218,24.31451988,1.821089387,0.849999964,9.99994278,152.5833333
718,152,15,119.1849136,24.42245483,1.753229737,0.849999964,9.99994278,152.625
719,152,16,99.28275299,23.60820389,1.540092707,0.849999964,9.99994278,152.6666667
720,152,17,96.24388885,22.11825371,1.158088207,0.849999964,9.99994278,152.7083333
721,152,18,53.0837326,22.42302704,1.386950612,0.849999964,9.99994278,152.75
722,152,19,21.38017273,21.04015923,1.382098556,0.849999964,9.99994278,152.7916667
723,152,20,11.03299713,23.0433445,1.435737133,0.849999964,9.99994278,152.8333333
724,152,21,0,24.14089012,1.501490355,0.849999964,9.99994278,152.875
725,152,22,0,23.75439835,1.517721772,0.849999964,9.99994278,152.9166667
726,152,23,0,23.96167946,1.508608699,0.849999964,9.99994278,152.9583333
727,153,0,0,23.74989319,1.528540134,0.849999964,9.99994278,153
728,153,1,0,23.64748383,1.513918161,0.849999964,9.99994278,153.0416667
729,153,2,0,23.62689972,1.540813446,0.849999964,9.99994278,153.0833333
730,153,3,0,23.75438309,1.489483356,0.849999964,9.99994278,153.125
731,153,4,0,23.3819046,1.515624046,0.849999964,9.99994278,153.1666667
732,153,5,0.239790663,23.51561737,1.530959964,0.849999964,9.99994278,153.2083333
733,153,6,12.67346478,23.79008102,1.491413713,0.849999964,9.99994278,153.25
734,153,7,27.71971893,23.44439697,1.439422727,0.849999964,9.99994278,153.2916667
735,153,8,50.26896286,23.2779274,1.261705995,0.849999964,9.99994278,153.3333333
736,153,9,99.38027191,24.48509598,1.905882239,0.849999964,9.99994278,153.375
737,153,10,120.7303848,29.20440674,3.159397602,0.849999964,9.99994278,153.4166667
738,153,11,110.7180176,29.97170258,3.556382179,0.849999964,9.99994278,153.4583333
739,153,12,172.3747559,30.64509392,3.729964733,0.849999964,9.99994278,153.5
740,153,13,171.7157745,25.94377327,2.225439072,0.849999964,9.99994278,153.5416667
741,153,14,166.3539124,24.31451988,1.821089387,0.849999964,9.99994278,153.5833333
742,153,15,160.7458191,23.16458702,1.697958589,0.849999964,9.99994278,153.625
743,153,16,141.453537,22.43296242,1.35197103,0.849999964,9.99994278,153.6666667
744,153,17,107.940361,20.71149635,1.309060574,0.849999964,9.99994278,153.7083333
745,153,18,51.88039017,22.74132919,1.450851083,0.849999964,9.99994278,153.75
746,153,19,21.54946136,22.22715569,1.369904876,0.849999964,9.99994278,153.7916667
747,153,20,11.03299713,21.67551994,1.3906039,0.849999964,9.99994278,153.8333333
748,153,21,0,23.2190361,1.539050221,0.849999964,9.99994278,153.875
749,153,22,0,23.82194328,1.532477379,0.849999964,9.99994278,153.9166667
750,153,23,0,22.98959541,1.547939658,0.849999964,9.99994278,153.9583333
751,154,0,0,23.10253906,1.547182322,0.849999964,9.99994278,154
752,154,1,0,23.41376305,1.542145371,0.849999964,9.99994278,154.0416667
753,154,2,0,23.57234955,1.516639471,0.849999964,9.99994278,154.0833333
754,154,3,0,23.76810455,1.532510161,0.849999964,9.99994278,154.125
755,154,4,0,23.29475784,1.490964651,0.849999964,9.99994278,154.1666667
756,154,5,0.239790663,23.51882744,1.559977889,0.849999964,9.99994278,154.2083333
757,154,6,12.67346478,23.74885368,1.583587646,0.849999964,9.99994278,154.25
758,154,7,27.71971893,23.37316513,1.455878377,0.849999964,9.99994278,154.2916667
759,154,8,50.26896286,23.2779274,1.327260137,0.849999964,9.99994278,154.3333333
760,154,9,99.38027191,24.48509598,1.927752256,0.849999964,9.99994278,154.375
761,154,10,120.7303848,29.20440674,3.159397602,0.849999964,9.99994278,154.4166667
762,154,11,168.3090973,29.97170258,3.556382179,0.849999964,9.99994278,154.4583333
763,154,12,151.4714355,30.64509392,3.729964733,0.849999964,9.99994278,154.5
764,154,13,192.2173157,25.94377327,2.225439072,0.849999964,9.99994278,154.5416667
765,154,14,148.6997375,24.31451988,1.821089387,0.849999964,9.99994278,154.5833333
766,154,15,152.5377502,24.42245483,1.778928757,0.849999964,9.99994278,154.625
767,154,16,180.151001,24.25907135,1.599068761,0.849999964,9.99994278,154.6666667
