name,thermal_time_initiation,allocation_priority,max_size,initial_size,rate
RP1,0,1,27.42123019,0.013215724,0.004317336
RP2,200,2,27.42123019,0.013215724,0.004317336
RP3,400,3,27.42123019,0.013215724,0.004317336
RP4,600,4,27.42123019,0.013215724,0.004317336
RP5,800,5,27.42123019,0.013215724,0.004317336
RP6,1000,6,27.42123019,0.013215724,0.004317336
RP7,1200,7,27.42123019,0.013215724,0.004317336
RP8,1400,8,27.42123019,0.013215724,0.004317336
