DOY,carbon_pool_g,LAI,assimilation_sunlit,L_3_demand,L_3_allocation,L_4_demand,L_4_allocation,L_5_demand,L_5_allocation,L_6_demand,L_6_allocation,L_7_demand,L_7_allocation
126,0.06744408147606287,0.17142912718099892,24.866897423751027,2.0821955257240923e-05,2.0821955257240923e-05,9.185342851589014e-06,9.185342851589014e-06,,0.0,,0.0,,0.0
126,0.06804366938945376,0.17347845626797195,24.335312929323695,2.162874701912087e-05,2.162874701912087e-05,9.556695608729251e-06,9.556695608729251e-06,,0.0,,0.0,,0.0
126,0.06861358763666092,0.17543018299586144,22.86007430398995,2.0588482835489323e-05,2.0588482835489323e-05,9.111706501959322e-06,9.111706501959322e-06,,0.0,,0.0,,0.0
126,0.06917233749810374,0.17733674280479142,22.15878455981336,2.010244104481231e-05,2.010244104481231e-05,8.910425612818068e-06,8.910425612818068e-06,,0.0,,0.0,,0.0
126,0.06974482740898273,0.1793306297413191,22.482548580650974,2.1013059028251752e-05,2.1013059028251752e-05,9.328698701517078e-06,9.328698701517078e-06,,0.0,,0.0,,0.0
126,0.07031903855159799,0.18133072166011185,22.29953825392558,2.106802227586263e-05,2.106802227586263e-05,9.368159097070524e-06,9.368159097070524e-06,,0.0,,0.0,,0.0
126,0.0708584693469177,0.18319361124179012,20.708861922985857,1.9613397277467654e-05,1.9613397277467654e-05,8.734922443723758e-06,8.734922443723758e-06,,0.0,,0.0,,0.0
126,0.0713895387681251,0.1850997552731393,20.220170697746575,2.005940450813419e-05,2.005940450813419e-05,8.947135099353168e-06,8.947135099353168e-06,,0.0,,0.0,,0.0
126,0.07179250151095547,0.1870874993463673,15.478963000445074,2.090799166975213e-05,2.090799166975213e-05,9.340287705456232e-06,9.340287705456232e-06,,0.0,,0.0,,0.0
126,0.07201786789622919,0.18911095744703849,9.055482551013657,2.12730092831717e-05,2.12730092831717e-05,9.518744422694456e-06,9.518744422694456e-06,,0.0,,0.0,,0.0
126,0.07209827931198882,0.19115834212411523,3.9018297869589698,2.151361815187995e-05,2.151361815187995e-05,9.64223562972325e-06,9.64223562972325e-06,,0.0,,0.0,,0.0
126,0.07216895838268843,0.1932725544234201,3.558501319536739,2.220427457088472e-05,2.220427457088472e-05,9.96852128810206e-06,9.96852128810206e-06,,0.0,,0.0,,0.0
126,0.07223518219839181,0.1954633351867867,3.4069886866449517,2.2996021457880843e-05,2.2996021457880843e-05,1.0341946680306667e-05,1.0341946680306667e-05,,0.0,,0.0,,0.0
127,0.07232033172857937,0.1977070921057862,4.036456318707295,2.3538995409810138e-05,2.3538995409810138e-05,1.0605131618443215e-05,1.0605131618443215e-05,,0.0,,0.0,,0.0
127,0.07237406147954188,0.19999939933074506,2.964298035191099,2.4034622605961636e-05,2.4034622605961636e-05,1.084831342602042e-05,1.084831342602042e-05,,0.0,,0.0,,0.0
127,0.07237777588546726,0.2023337806514786,1.2975435774140913,2.446150939364923e-05,2.446150939364923e-05,1.1061684617514189e-05,1.1061684617514189e-05,,0.0,,0.0,,0.0
127,0.07236746898024757,0.2047086414903043,0.844389017947292,2.487090596394617e-05,2.487090596394617e-05,1.1268280713835565e-05,1.1268280713835565e-05,,0.0,,0.0,,0.0
127,0.07235152314091398,0.20711627537708302,0.6685223359617061,2.5198888477212634e-05,2.5198888477212634e-05,1.1439018495507423e-05,1.1439018495507423e-05,,0.0,,0.0,,0.0
127,0.07232574535524508,0.20989247427627003,0.5258886638244421,2.566277922936123e-05,2.566277922936123e-05,1.1672575216169353e-05,1.1672575216169353e-05,4.911150542097868e-06,4.911150542097868e-06,,0.0,,0.0
127,0.07249017619710607,0.21272295694622134,6.538476507240571,2.6141285085324084e-05,2.6141285085324084e-05,1.1914131963138643e-05,1.1914131963138643e-05,5.0171453203609325e-06,5.0171453203609325e-06,,0.0,,0.0
127,0.07286863321700782,0.21560667603260475,13.130938170217092,2.6608754298946925e-05,2.6608754298946925e-05,1.2152047849703076e-05,1.2152047849703076e-05,5.121879600662389e-06,5.121879600662389e-06,,0.0,,0.0
127,0.0734821636385904,0.21854391227461542,20.19119503810643,2.7077431983865693e-05,2.7077431983865693e-05,1.239192347077626e-05,1.239192347077626e-05,5.227717793347285e-06,5.227717793347285e-06,,0.0,,0.0
127,0.0741740737721661,0.22151230794679766,22.306166063545998,2.733888171041514e-05,2.733888171041514e-05,1.2538099344795749e-05,1.2538099344795749e-05,5.294257434518519e-06,5.294257434518519e-06,,0.0,,0.0
127,0.07492245290314196,0.22453994184033305,23.72017623717636,2.78577198676589e-05,2.78577198676589e-05,1.2803555863264153e-05,1.2803555863264153e-05,5.4114139533110395e-06,5.4114139533110395e-06,,0.0,,0.0
127,0.07568445613944075,0.22753934529755337,23.788980386387323,2.7571312020637115e-05,2.7571312020637115e-05,1.2699348834020453e-05,1.2699348834020453e-05,5.3724352334783845e-06,5.3724352334783845e-06,,0.0,,0.0
127,0.07642903288984652,0.23053678272661673,22.968000809082564,2.7526709723364283e-05,2.7526709723364283e-05,1.2706115431779598e-05,1.2706115431779598e-05,5.380353113211344e-06,5.380353113211344e-06,,0.0,,0.0
127,0.07714594589740825,0.2334070408067392,21.820217542907738,2.6333895293167795e-05,2.6333895293167795e-05,1.2181138166193798e-05,1.2181138166193798e-05,5.162806890328005e-06,5.162806890328005e-06,,0.0,,0.0
127,0.07785976927299919,0.23622666663649014,21.44251013660292,2.5845641661874412e-05,2.5845641661874412e-05,1.1979723271448663e-05,1.1979723271448663e-05,5.081984649843022e-06,5.081984649843022e-06,,0.0,,0.0
127,0.07857963180657662,0.2389790335703016,21.32699588368677,2.5206436406630348e-05,2.5206436406630348e-05,1.1706829691743196e-05,1.1706829691743196e-05,4.970578546584032e-06,4.970578546584032e-06,,0.0,,0.0
127,0.07928797859385982,0.24186481071315505,20.818854620148468,2.6404121515989335e-05,2.6404121515989335e-05,1.2287928780907912e-05,1.2287928780907912e-05,5.221949703046408e-06,5.221949703046408e-06,,0.0,,0.0
127,0.08001843867698911,0.24493860798330855,21.25338042918805,2.8097293786813333e-05,2.8097293786813333e-05,1.3103916289088745e-05,1.3103916289088745e-05,5.573965774259539e-06,5.573965774259539e-06,,0.0,,0.0
127,0.08072273397753486,0.24793194570609137,20.247112494680046,2.7334873591559663e-05,2.7334873591559663e-05,1.2776150134628431e-05,1.2776150134628431e-05,5.439767707463356e-06,5.439767707463356e-06,,0.0,,0.0
127,0.08104860066067344,0.2510854359278803,9.972830163475397,2.8768571734392593e-05,2.8768571734392593e-05,1.3475984554016343e-05,1.3475984554016343e-05,5.743338390988138e-06,5.743338390988138e-06,,0.0,,0.0
127,0.08119711002524017,0.25427125308265736,5.188825703527782,2.903345051080507e-05,2.903345051080507e-05,1.3631080620067131e-05,1.3631080620067131e-05,5.815295137474634e-06,5.815295137474634e-06,,0.0,,0.0
127,0.08114806183407601,0.2575169037945573,0.008899428187188788,2.9547660165123905e-05,2.9547660165123905e-05,1.390460995132307e-05,1.390460995132307e-05,5.938066803767985e-06,5.938066803767985e-06,,0.0,,0.0
127,0.08109697726756698,0.2608966017642859,0.008876490980407855,3.073462266755767e-05,3.073462266755767e-05,1.4497674871191717e-05,1.4497674871191717e-05,6.197888957120927e-06,6.197888957120927e-06,,0.0,,0.0
127,0.08104439167709458,0.26437742572452383,0.009721000029602458,3.161862066062131e-05,3.161862066062131e-05,1.4951514200506924e-05,1.4951514200506924e-05,6.398925403362329e-06,6.398925403362329e-06,,0.0,,0.0
128,0.08099082912878809,0.26793171276052313,0.013119279436106149,3.22485837348319e-05,3.22485837348319e-05,1.528805530752238e-05,1.528805530752238e-05,6.5503375924170415e-06,6.5503375924170415e-06,,0.0,,0.0
128,0.08093658428924837,0.27153834026813445,0.015764068968512252,3.2684855913761315e-05,3.2684855913761315e-05,1.55348632271188e-05,1.55348632271188e-05,6.6637429314677056e-06,6.6637429314677056e-06,,0.0,,0.0
128,0.08088134532320211,0.2752071261854953,0.014379780901185675,3.320820263006296e-05,3.320820263006296e-05,1.5824998761671958e-05,1.5824998761671958e-05,6.796149524625532e-06,6.796149524625532e-06,,0.0,,0.0
128,0.08082541405688945,0.2789353523087539,0.01928824955992106,3.3704894984228954e-05,3.3704894984228954e-05,1.6104529757260022e-05,1.6104529757260022e-05,6.924451047228033e-06,6.924451047228033e-06,,0.0,,0.0
128,0.08076842212038345,0.2827286095206579,0.017345402899376746,3.424999398240674e-05,3.424999398240674e-05,1.640937712023013e-05,1.640937712023013e-05,7.064108208946079e-06,7.064108208946079e-06,,0.0,,0.0
128,0.0807110531916181,0.2865908417032089,0.03284717603562294,3.482836149372671e-05,3.482836149372671e-05,1.6732561983423168e-05,1.6732561983423168e-05,7.212174952974162e-06,7.212174952974162e-06,,0.0,,0.0
128,0.08092532835812061,0.2905145084652466,6.322804269111343,3.5336409586972e-05,3.5336409586972e-05,1.7024341610694835e-05,1.7024341610694835e-05,7.347221268124739e-06,7.347221268124739e-06,,0.0,,0.0
128,0.08152282346893196,0.2944935698200557,14.980857244519402,3.5787938513154956e-05,3.5787938513154956e-05,1.729106215872564e-05,1.729106215872564e-05,7.47193298825638e-06,7.47193298825638e-06,,0.0,,0.0
128,0.08239253164550671,0.29854257612951757,20.915726259025522,3.636801885831422e-05,3.636801885831422e-05,1.7622262627343777e-05,1.7622262627343777e-05,7.625031919196922e-06,7.625031919196922e-06,,0.0,,0.0
128,0.08334684163762483,0.3026323150962182,22.520011377234102,3.66836346521877e-05,3.66836346521877e-05,1.7827441208132228e-05,1.7827441208132228e-05,7.72408232860175e-06,7.72408232860175e-06,,0.0,,0.0
128,0.08436738916260975,0.30678834802062693,23.68528696948959,3.722647686744197e-05,3.722647686744197e-05,1.8145139645042163e-05,1.8145139645042163e-05,7.872362771997558e-06,7.872362771997558e-06,,0.0,,0.0
128,0.08539061215800871,0.31092946698384616,23.41720988837083,3.7040903751215775e-05,3.7040903751215775e-05,1.8108808430456794e-05,1.8108808430456794e-05,7.867315519488889e-06,7.867315519488889e-06,,0.0,,0.0
128,0.08643226831688851,0.3151681816627966,23.529008362940722,3.786005257752077e-05,3.786005257752077e-05,1.856533631671851e-05,1.856533631671851e-05,8.076791002832902e-06,8.076791002832902e-06,,0.0,,0.0
128,0.08745698859705343,0.31933900234287405,22.835487640867917,3.720043540329053e-05,3.720043540329053e-05,1.829732523621187e-05,1.829732523621187e-05,7.971249709502755e-06,7.971249709502755e-06,,0.0,,0.0
128,0.08845883962646461,0.3234526627198294,22.045583403650937,3.663887326076407e-05,3.663887326076407e-05,1.8075079226112072e-05,1.8075079226112072e-05,7.88522716244448e-06,7.88522716244448e-06,,0.0,,0.0
128,0.08949734771519627,0.3275886555743495,22.521697765788005,3.6785919969165925e-05,3.6785919969165925e-05,1.820174617168375e-05,1.820174617168375e-05,7.95135555836972e-06,7.95135555836972e-06,,0.0,,0.0
128,0.0904857428023635,0.3316764058041151,21.21078511394469,3.630569870522261e-05,3.630569870522261e-05,1.801754362774309e-05,1.801754362774309e-05,7.881652467815412e-06,7.881652467815412e-06,,0.0,,0.0
128,0.09150660091470349,0.3357879124915944,21.603906545772738,3.646534394871889e-05,3.646534394871889e-05,1.815042773204768e-05,1.815042773204768e-05,7.950634433047904e-06,7.950634433047904e-06,,0.0,,0.0
128,0.09244721764479115,0.33987831035622407,19.752600901253363,3.622697218006824e-05,3.622697218006824e-05,1.808526547998015e-05,1.808526547998015e-05,7.932947236491572e-06,7.932947236491572e-06,,0.0,,0.0
128,0.09309772058048969,0.34424211864099213,13.95046286814832,3.859211774505514e-05,3.859211774505514e-05,1.9324935119500683e-05,1.9324935119500683e-05,8.48872538191347e-06,8.48872538191347e-06,,0.0,,0.0
128,0.09331874505226988,0.34857595792397955,5.513495910138718,3.826946542327757e-05,3.826946542327757e-05,1.922368112060142e-05,1.922368112060142e-05,8.456581675495339e-06,8.456581675495339e-06,,0.0,,0.0
128,0.09325217509658092,0.3529902709755325,0.011467165741752473,3.8920978979005975e-05,3.8920978979005975e-05,1.9612859505611074e-05,1.9612859505611074e-05,8.640490560753186e-06,8.640490560753186e-06,,0.0,,0.0
128,0.09318310897308824,0.3575722799788354,0.012367887198007858,4.033638318896499e-05,4.033638318896499e-05,2.039231484219564e-05,2.039231484219564e-05,8.997525932144015e-06,8.997525932144015e-06,,0.0,,0.0
128,0.0931112629708368,0.3623349903722209,0.011653126874697122,4.1858839774534354e-05,4.1858839774534354e-05,2.1233633187548846e-05,2.1233633187548846e-05,9.383554763349474e-06,9.383554763349474e-06,,0.0,,0.0
129,0.09303717103493227,0.3672394741114071,0.009884307764793715,4.3032016525164684e-05,4.3032016525164684e-05,2.1905207973846293e-05,2.1905207973846293e-05,9.696223705995597e-06,9.696223705995597e-06,,0.0,,0.0
129,0.09296152507731581,0.3722571150311006,0.012776715570703541,4.394826193118201e-05,4.394826193118201e-05,2.2452067089910638e-05,2.2452067089910638e-05,9.95507627859145e-06,9.95507627859145e-06,,0.0,,0.0
129,0.09288441558840843,0.3773765323553767,0.014118928177854524,4.475974579088972e-05,4.475974579088972e-05,2.295066594313265e-05,2.295066594313265e-05,1.0193764939746018e-05,1.0193764939746018e-05,,0.0,,0.0
129,0.09280622902354063,0.3825768022827235,0.016613890782827337,4.538386573602145e-05,4.538386573602145e-05,2.3357761640228042e-05,2.3357761640228042e-05,1.0392914996417203e-05,1.0392914996417203e-05,,0.0,,0.0
